status,name_of_covered_entity,individuals_affected,breach_submission_date,web_description,location_of_breached_information,state,covered_entity_type,type_of_breach,business_associate_present
current,bcc429e2fe63553d0cd770d35530df6bebef38d73ffa71e48c26bf852cbf1dcb,1971,05/05/2023,,Network Server,CT,Health Plan,Unauthorized Access/Disclosure,No
current,bcc429e2fe63553d0cd770d35530df6bebef38d73ffa71e48c26bf852cbf1dcb,26561,05/05/2023,,Network Server,CT,Health Plan,Hacking/IT Incident,No
current,371d5cd58d10f47a39df510685275188cba538953e5ef2e67dd500190d05f54f,965,05/05/2023,,Network Server,IN,Health Plan,Hacking/IT Incident,No
current,f05f31abd3adaf0639151d66aff3f6d8b1103e8177d9391a9a907270fb81ae7c,8725,05/05/2023,,Network Server,OK,Healthcare Provider,Hacking/IT Incident,No
current,8bcf1f075d2620a2330fefc81e1748e8facaccf8688f0c8adbd6776865378f33,49000,05/04/2023,,Other,NM,Healthcare Provider,Unauthorized Access/Disclosure,No
current,616feafe7c5bb2a4575caee24a5d86f18123339ec0ad512bfef9e7d2e412eac8,5259,05/03/2023,,Network Server,AR,Healthcare Provider,Hacking/IT Incident,No
current,a6592f2666e0de1a269459d0bfe4726199013498ce0fb432d29075ff40ffb370,10256,05/02/2023,,Paper/Films,IN,Healthcare Provider,Unauthorized Access/Disclosure,No
current,45a7351982eed6398525043278a2b60c0adff4e7bfb672fce4b0fd44dbd581fc,2563,05/02/2023,,Network Server,WV,Healthcare Provider,Hacking/IT Incident,Yes
current,2ecd7502dedddc8bb58b53033b614b7a54f2a30204a8234d6666acf6803a72c6,56816,05/01/2023,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,aced7ed062a62d51c0a0e592e75ad0b1a7b87f2ea64f79dc0c1e1141f77f90c9,5727,05/01/2023,,Network Server,NJ,Healthcare Provider,Hacking/IT Incident,No
current,accf33f35f1e0e9e1ceda3da768e2bf2d2465e762b51efcb54f28427cd56ae7b,7200,04/28/2023,,Email,WA,Healthcare Provider,Hacking/IT Incident,No
current,3882498e48fa5215d5a2f83eed4e737d7c362e82a6703e284f45b0ad47ef6556,9349,04/28/2023,,Network Server,FL,Business Associate,Hacking/IT Incident,Yes
current,42dee5d51f15ef170dfe795d091df9d19a51a74d5a2e21cd34afa9e46d40fa8b,5272,04/28/2023,,Email,VA,Healthcare Provider,Hacking/IT Incident,No
current,4c06cfa1fb1e6e1f57acf0aba73a3f277bf69a84c09ddf916fd14faaa7c3937e,1042,04/28/2023,,Network Server,MN,Healthcare Provider,Unauthorized Access/Disclosure,No
current,6d67f97914d2b808f544b58b39040417777c551de13ccc6549da00d3e42154b8,8453,04/27/2023,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,25498c2d942ff7f8eaea33ebce234fbd9c4c5d7b9141d44e17f60ac19c180835,6288,04/27/2023,,Email,NY,Healthcare Provider,Hacking/IT Incident,No
current,a230639b3f5c1f55e57860d7f7c863c70b26c100e393d89f6b98956d63050ec5,676,04/26/2023,,Email,CA,Healthcare Provider,Hacking/IT Incident,No
current,1158de564aa89bd7c49a21cedd4c3de72f2f6f0b7060c93a6772ea6b4ccf23ed,4277,04/25/2023,,Network Server,FL,Business Associate,Unauthorized Access/Disclosure,Yes
current,653e059d670ce7bf279d846f36f8f03a6793911318d975ac5c2c7d20a0af6ada,17000,04/25/2023,,Email,IL,Healthcare Provider,Hacking/IT Incident,No
current,5a344484ac6c254a67122cc02b8c5718f28e55741d93a0826ace74155a47933f,1270,04/24/2023,,Network Server,PA,Health Plan,Hacking/IT Incident,No
current,83b474dac1213b162dc903d1022991eff35301d8a6aa10203d012d364d61e3ff,748678,04/22/2023,,Email,AL,Healthcare Provider,Hacking/IT Incident,No
current,e65a38a051884d14601e834c25c67d67e5c066172e7892254a07aef74f799e69,15045,04/21/2023,,Network Server,NC,Healthcare Provider,Hacking/IT Incident,No
current,039bba8b2f0984b389d03d0600bf3a7c206866f588a9518255420310de082de9,10000,04/19/2023,,Network Server,,Healthcare Provider,Hacking/IT Incident,No
current,2dcdcc57ac2f2567a5ffb4271d7d4c413ab55bacc0f42701f27cf81006108d75,6737,04/19/2023,,Network Server,OH,Healthcare Provider,Hacking/IT Incident,No
current,1a00a520460fbfa188d299e2edf45c170812cf693164340311d072f955794b67,535,04/18/2023,,Paper/Films,NY,Health Plan,Unauthorized Access/Disclosure,No
current,4318ac9dd0e7a5c859e490d3b38cf928ff8c0beba18ec5ffafbc70ce93d2555c,4047,04/14/2023,,Email,KY,Healthcare Provider,Hacking/IT Incident,No
current,614dff4ce65ef2176722d9661eef6fd3082ba7f4ffb77a12d0ba4812c786528f,58374,04/14/2023,,Network Server,CA,Healthcare Provider,Unauthorized Access/Disclosure,No
current,1e2a1c08dfd2c110c8b3fedd88932c4859cf043f2fa32acd994ec1c156c406af,501,04/14/2023,,Desktop Computer,TX,Healthcare Provider,Improper Disposal,No
current,f4c5b62a99de35b681e1d8f0a47d40a571ed5d430e0f034e68614955c38f048d,37965,04/14/2023,,Email,PA,Health Plan,Hacking/IT Incident,No
current,2bf04046b395ef77238eeef0df4f9fda20836778e41a8e279d218f8507631c85,3689,04/14/2023,,Network Server,OH,Healthcare Provider,Hacking/IT Incident,Yes
current,5fd5601c0c3eb7bca912cd0feda095e9e4e40251c6f45e06ffa3cf2a742bb72c,3037303,04/13/2023,,Network Server,FL,Business Associate,Hacking/IT Incident,Yes
current,efcfe8d8b2ab5a64076c12e14bd1292d49989d0c0bafb1b3754cb3b65d101343,501,04/12/2023,,Network Server,IN,Healthcare Provider,Hacking/IT Incident,No
current,a4258145a34ce7b3cf311e965c19a6c7fc362925750dc22bcd8a72114468c82b,35766,04/10/2023,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,4262400f8beab1d8cea0f11dfe055889cf4561e6c13f78af0b3f9343809565ac,51787,04/10/2023,,Network Server,AK,Healthcare Provider,Hacking/IT Incident,No
current,9e9347ba58fcd1805f852384308ee0ac93489af7fa13f8552bf86e607462ed14,20815,04/10/2023,,Network Server,IA,Health Plan,Hacking/IT Incident,Yes
current,a2cdf7c50ff80d1648fb0bd348549d75c65f531a231dff56075424c794054a64,15316,04/07/2023,,Email,CA,Healthcare Provider,Hacking/IT Incident,No
current,712b0b06a9b4e463302fd4fe5decfff72fc3f7eebf9b8a04651ddd09f1f03ef7,845,04/07/2023,,Network Server,NE,Healthcare Provider,Hacking/IT Incident,No
current,8297c8f7a7b7d0db8d8e89963909154e1bb8d9d68101a9a84a6a56ec9294f2b2,15246,04/06/2023,,Paper/Films,ID,Healthcare Provider,Unauthorized Access/Disclosure,No
current,db7710d362642d46cab13efbd81297f210e03667c6468a2612836f1c2fbe6b08,13240,04/05/2023,,Email,PA,Health Plan,Hacking/IT Incident,No
current,2df18e56bcc8d90422b94987aa75e187b3769471558ecaf7a66870323238f8f7,42020,04/04/2023,,"Network Server, Other",IL,Business Associate,Hacking/IT Incident,Yes
current,6beadd7edcf59776366acc76242dae53c499bd02eeb313381021d5b22e373077,4498,04/04/2023,,Email,KY,Healthcare Provider,Unauthorized Access/Disclosure,No
current,28af0674888adbdee26954ddb1eb8c07db73181d60edd5608123bcae9042eb5c,842,04/04/2023,,Network Server,WI,Healthcare Provider,Hacking/IT Incident,No
current,7e69897670703cbaa25a0d8714bbf619d54b061b69f2c611ec15a27986a604ca,600,04/03/2023,,"Electronic Medical Record, Paper/Films",UT,Healthcare Provider,Theft,No
current,4aa9c7aa1a3bd8d0bfde90354bf62a5f244e863e9e48ceaf5a7f08de0afaf951,15996,04/01/2023,,Network Server,ND,Healthcare Provider,Hacking/IT Incident,No
current,8ecac855a81771fd929054735720d9e0d9ad8071d04697f35f5097e8b7d49f3d,20376,03/31/2023,,Network Server,FL,Healthcare Provider,Hacking/IT Incident,No
current,d051425986c82efe525db13efebd8767d8e5ba5763f92f4bca5e38031418674f,108584,03/31/2023,,Network Server,NY,Business Associate,Unauthorized Access/Disclosure,Yes
current,2df18e56bcc8d90422b94987aa75e187b3769471558ecaf7a66870323238f8f7,19567,03/30/2023,,Network Server,IL,Healthcare Provider,Hacking/IT Incident,No
current,645e3e4e33986b9b00342c046dd61954bbe34c259f8f2dd8d22aafa666e17c4a,40290,03/29/2023,,Email,PA,Business Associate,Hacking/IT Incident,Yes
current,4054205200a82f2cc9b02a1aa71aee7f6e5534df39e86fde2b6a02993b34efd7,8571,03/27/2023,,Network Server,PA,Business Associate,Hacking/IT Incident,Yes
current,85c0d81de0751470cc1cccb06794d1dd888593bc2eb5d9a71b5d646fb7b2b31d,7457,03/24/2023,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,b415b1fdf72c69509eeff3332cc0d5dcde051c29b946003a7d1a194f755d7e1d,1457,03/24/2023,,Network Server,NJ,Healthcare Provider,Hacking/IT Incident,No
current,44341ff23542f33e349d7b0203efb928bbb22866eabbb302291ef57177fa9f9b,722,03/24/2023,,Email,PA,Healthcare Provider,Hacking/IT Incident,No
current,dcf06131756529e7f79f61faf7cdc2c7f9b51e5e6651d37803f9a77e0d992b21,26591,03/24/2023,,Network Server,MD,Healthcare Provider,Hacking/IT Incident,No
current,1573a10b310910487228d3e64684b48dea3cf5110606c0326409c45b7db0b17a,1557,03/22/2023,,Email,KS,Healthcare Provider,Unauthorized Access/Disclosure,No
current,05dc76ec581fc674ada3dbd31377dc7ee4401a44cc4704788a1fc313223be661,3851,03/22/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,8224261be5f6ba2fa6e6579b02bc7733ba988722b20e74d2d68035a03e160869,795,03/22/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,02d715b52b7e814eb6b7f8fb4ad39ed0bab451191a4034fcd86cd35232201fbf,922,03/22/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,5486fdc46555d4839b56e04f211f366baa6d8db197d20659b360594dec298b35,2204,03/22/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,3eb6462e62cf9585ffaeae0d2cac1a83d43151258f2ef7f3f3b7a6b1df69ad9b,563,03/22/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,5812ea0beb51443aa1c64da1c0eee0a088575b4981e75e8b481a18e36260334e,970,03/22/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,5156f920306d81a4b24b2ba6f952bb082eeae89fa3d8bcf1fc7ee8082051f190,1126,03/22/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,6a3fa721fe3cc95688332adf5e67cbe8b685ce5d9c872f609721fb5881de218b,1119,03/22/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,2d86d151dab5d4a933d03455078f6295aaada0f78c917813980b799e12a455da,653,03/22/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,3f23ed941499e545fce4876254f8b8cfd0613b553843c41421e6f43c4cb4c2fa,745,03/22/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,e512b608148838a6c9289de6e0779f50dd894f8797e3e424649a054a941a031c,1345,03/22/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,3dec22d46b6373f070619e0ce671a75432a375165de39edf869485a03c0bbae1,1052,03/22/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,fb8cc93316cc91dc713ac308972b2daf3d131832db1cebda84ad4174ae7bfd86,776,03/21/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,1b6ca7c6a5b5ab83c730b327f04c358965908534b1f1cfbdd57372099cc474fd,3851,03/21/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,d13310bdd2973edab1e67b8e833fe1d321f20135de5e25d16d1ec3878839b2f3,500,03/20/2023,,Email,TX,Healthcare Provider,Hacking/IT Incident,No
current,b9c35076b81c6ed47c522eb210574aa2523dc1b21f85ec47c5431439fca8d6e5,54396,03/20/2023,,Network Server,NY,Healthcare Provider,Unauthorized Access/Disclosure,No
current,75e678bf57030eadd35266d515efdeeecad88ee2ec3ea1acf209abac916b1133,1161,03/20/2023,,Network Server,OR,Healthcare Provider,Hacking/IT Incident,No
current,1844774b4e2061c6a743089f3604a517631d49b83152ca9a27af1c4b91227150,2636,03/17/2023,,Network Server,IN,Healthcare Provider,Hacking/IT Incident,No
current,013b27411ba2548b569e1142d4913fd33d83f39d0f90d0a81e5860842b1bad1c,3013,03/17/2023,,Laptop,OK,Healthcare Provider,Theft,No
current,3677533c569a629b2cdcf0404c417a099396347177af87546c2ff6fb90fccdc7,11894,03/17/2023,,Email,CA,Health Plan,Hacking/IT Incident,No
current,a9335a8639c5dff97b17dcae87c56f3e7c16b165f3696410df8634d14be7d29e,8517,03/17/2023,,Network Server,KY,Healthcare Provider,Hacking/IT Incident,Yes
current,67b37c20247b4e83b0d1f7980fb6b08fbab6b7851102dc33101592d0c762e8a7,962884,03/16/2023,,Network Server,TN,Business Associate,Hacking/IT Incident,Yes
current,366ddd6416897817cb32aab81a74ad482fbbf8fab1717016e3a4efb7f8280099,23000,03/16/2023,,"Network Server, Other",CA,Healthcare Provider,Unauthorized Access/Disclosure,Yes
current,eab5648a4278a37bf2b03f37a31d882fb8ee002a5c4c97705617948b201ea68c,757,03/15/2023,,Email,MA,Healthcare Provider,Hacking/IT Incident,No
current,f414143c71469714b5d598dfb64b73b3688104641ca33cee53deb9005c0882c6,82466,03/15/2023,,Network Server,OH,Healthcare Provider,Unauthorized Access/Disclosure,No
current,db7bf732f8b0af0800eaaa27aad2ca00153bddc3361231fcaf12576bc0d7c345,6460,03/14/2023,,Paper/Films,CA,Health Plan,Unauthorized Access/Disclosure,Yes
current,24eaf1d916ac6112f7abfaf9974412820f2d49c1d5d07de179539a802a8ea2ff,1980,03/14/2023,,Email,IL,Healthcare Provider,Hacking/IT Incident,No
current,75f9ced7b18648dfd0eb9f8b902371b9e7b6809990bfb45c4f1c1fb4de195d1f,82450,03/14/2023,,Network Server,AL,Healthcare Provider,Hacking/IT Incident,No
current,0fc084f58e0a11be374fbe665af0ec3f1796cccae52913732ea611b49fbeb1db,3560,03/13/2023,,Email,CA,Healthcare Provider,Hacking/IT Incident,Yes
current,6587bb15714c84f978ffa575c11e1e749ba5b958e27fcb18e49bb40deedd985c,105094,03/13/2023,,Network Server,WI,Healthcare Provider,Hacking/IT Incident,No
current,10e99bca23f4684656ff237b2b7fedc15df169899c463a25058e990b615b0b0c,997097,03/10/2023,,Network Server,MA,Healthcare Provider,Hacking/IT Incident,No
current,016d3865105509e1d63f988b9441d1ac7bb4b068ec904e714f0315b75467df27,94132,03/10/2023,,Network Server,FL,Healthcare Provider,Hacking/IT Incident,No
current,b53c5f719182cfc0b76c8ef98633e8426c46e1f712c1c929f2e6da2c01fba096,1282,03/10/2023,,Network Server,GA,Healthcare Provider,Hacking/IT Incident,Yes
current,b64f07cc34856d25750aea36ea63051946866847d9fb5a1fc7307fbafee4f4c7,857,03/10/2023,,Paper/Films,AZ,Healthcare Provider,Unauthorized Access/Disclosure,No
current,97296a5af7cc22cfebb561020d9b6bb7fd27dede41f3ef1aabdfe8272b309d7e,3117,03/10/2023,,Electronic Medical Record,IN,Healthcare Provider,Unauthorized Access/Disclosure,No
current,d2f2d873fe3bedee47c52df520017ad9dbf0ece54166fd67af4883a10807eb02,516,03/08/2023,,Email,OH,Healthcare Provider,Unauthorized Access/Disclosure,No
current,638c54614e1bc4b4546048f93334bb70016518de047ede4f4c39adfd6d612e3c,1378,03/08/2023,,Network Server,OH,Health Plan,Hacking/IT Incident,No
current,9a21a40934e45f6ec0e6afb64a3912642341bebddd2ebff30b35c2af7f66717a,37095,03/07/2023,,Network Server,NY,Business Associate,Hacking/IT Incident,Yes
current,084ff25674231daaa246b5a01c2bf7ba86611889151aebd8590c44e3728b2a4a,45350,03/06/2023,,Email,MI,Business Associate,Hacking/IT Incident,Yes
current,6722a67a5ce84c9ad342eab2c9b48be3fbede6f9f5a6c8a40bb5a79d582a74c1,745,03/06/2023,,Electronic Medical Record,NY,Healthcare Provider,Unauthorized Access/Disclosure,Yes
current,6998793e09d9a9c1bf7f55fd6b1a406c448918a86911d788f05be1acc84b11dd,15298,03/06/2023,,Network Server,MI,Healthcare Provider,Hacking/IT Incident,No
current,52ba2c65a654186b483e887f973f092d68e453e52b3572a9d36b32e3acb5cd30,35068,03/03/2023,,Network Server,CO,Health Plan,Hacking/IT Incident,No
current,8bbbbccf2ed3ce3b7aa93b2c684b3f7a65c9538de42e685a4e3378472af7941f,10161,03/01/2023,,Network Server,MA,Healthcare Provider,Hacking/IT Incident,No
current,5577656d45a13adffaaba06aebaf40252da25cefe235110f9782dee18cfe9954,3179835,03/01/2023,,Network Server,DE,Business Associate,Unauthorized Access/Disclosure,Yes
current,c30e76307308a372f7423e9d582d1fac4985bf7c64b29497757655624c8725f6,600,03/01/2023,,Network Server,TX,Business Associate,Hacking/IT Incident,Yes
current,21cb251ec484ae766c803322b1d2dce52dd47456faf860bfe47510af6c9df909,78984,02/28/2023,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,410e36085d85e2155dc9e76cd6c701114172eab4677dbaadbd212551423bad46,824,02/28/2023,,Network Server,CA,Health Plan,Hacking/IT Incident,Yes
current,a2b1e872651a3d99e87b1bed6c45d19f4b9ef249bba9d141453bdf72bf97d6f2,2317,02/28/2023,,Email,NY,Healthcare Provider,Unauthorized Access/Disclosure,No
current,c14606fd50c78019ca2d64b0bb7e659a6f444815bcb4b01334be5de8b398d10d,531,02/28/2023,,Email,TX,Health Plan,Unauthorized Access/Disclosure,No
current,33f1a3dac043deb24e70e7b7c5489e7c6240ac64d26e43a1b5785c0efe28440e,8834,02/24/2023,,Electronic Medical Record,OR,Healthcare Provider,Unauthorized Access/Disclosure,No
current,6009980cac03612e464a35ed6711ff74bfff8a2587bd9412bcc259fcb3dc94d4,20216,02/24/2023,,Network Server,HI,Healthcare Provider,Hacking/IT Incident,No
current,281b3ea38d7750696c4bd1670139d905bd56b7cc5caab2a0a40ba781905c54c0,625,02/24/2023,,Network Server,TX,Business Associate,Hacking/IT Incident,Yes
current,75478744ad9a61f653fcbd066f779d00c7ab392ca7ea0133102e18817e3dca68,584,02/23/2023,,Email,OR,Healthcare Provider,Unauthorized Access/Disclosure,No
current,7f03e64a7f5744a95493f8e60307abc88f1718da15d72423e440e3fea01d5619,100000,02/17/2023,,Network Server,KS,Healthcare Provider,Hacking/IT Incident,No
current,d7a88d07cb730eb46d2d8368dd31e9094efb481945a8d9b8ad0bd34ae6947877,986,02/17/2023,,Other Portable Electronic Device,CA,Business Associate,Theft,Yes
current,58687a705fcfefc7490a0ed9e735cfdde5a61e6ad930e87e0ef989843e35bbea,8500,02/15/2023,,Network Server,NM,Healthcare Provider,Hacking/IT Incident,Yes
current,9394afb61118900e315c3a7a3664b8b19b2bc2a4598346273293ea4e13222a35,2281,02/14/2023,,Network Server,WA,Healthcare Provider,Hacking/IT Incident,No
current,cc25eb667bfc440033dd583d371595ce5fbb9efb8f2fffb77cef17c14e2cef25,250918,02/10/2023,,Network Server,FL,Business Associate,Hacking/IT Incident,Yes
current,9b51915f246042ef88625325efa962129db0dfa1c0d805e03dd1d2400ae08267,617901,02/10/2023,,Network Server,NJ,Healthcare Provider,Hacking/IT Incident,No
current,ac1494956c77dae113722d00fd7a139bde02c5ac009f88c6be0141fd30fb50f9,11595,02/10/2023,,Network Server,NC,Business Associate,Hacking/IT Incident,Yes
current,f88b452f3bf0aa87176ee6df41b0064e9352cd780749586bbcda33ce346947b5,537,02/10/2023,,Email,KS,Healthcare Provider,Hacking/IT Incident,No
current,63d21b8fd072f7227fecacc9951b82a743f05057a2ff098bcb373429c32593c4,36600,02/10/2023,,Email,PA,Business Associate,Hacking/IT Incident,Yes
current,ffcf2694545103516a33e6da9ba4b4d235ae0594b779aad67bac75c87bb25dd1,21325,02/10/2023,,Network Server,WA,Healthcare Provider,Hacking/IT Incident,No
current,63d21b8fd072f7227fecacc9951b82a743f05057a2ff098bcb373429c32593c4,239039,02/10/2023,,Email,PA,Health Plan,Hacking/IT Incident,No
current,ddf75bba639fc17b2f58e1ae868e01b6d3f3295f1abc38edfb63354228ea366c,4158,02/10/2023,,Electronic Medical Record,NH,Healthcare Provider,Hacking/IT Incident,Yes
current,7449470430fa3da2b0c365bc8ba15fd259584236723d4541005b22fc62cac82b,500,02/10/2023,,"Desktop Computer, Network Server",IA,Healthcare Provider,Hacking/IT Incident,No
current,9bc9260af16bd91df695122025b427acac7265084c423fb2b701db1ec120b1c7,12222,02/09/2023,,Network Server,WY,Healthcare Provider,Hacking/IT Incident,No
current,69cab965a08cd68bbd28046f676eaeec9c61c5c4c73dabe44962188ddbe30d9c,1337,02/09/2023,,Network Server,GA,Healthcare Provider,Hacking/IT Incident,No
current,2fd27b3d9476453db2adfe0cebbe944af90af909804864c33a731b5b66529e93,3909,02/09/2023,,Network Server,NJ,Health Plan,Hacking/IT Incident,No
current,d6d2d36a430e4e4b35e9c83e05555d80a6472f7a6ca7bccd3eb700fe689494f7,175000,02/08/2023,,Network Server,WI,Business Associate,Hacking/IT Incident,Yes
current,3006ae2f1110b3f1329f19a93fd2daedf80a5d878199b1cc19591848cdb7be30,14335,02/07/2023,,Network Server,PA,Healthcare Provider,Hacking/IT Incident,No
current,4cefa608bc070d40f952ffd0e1c0fd7ebf70afe2c0e041f50b77d3100309e713,2160,02/07/2023,,Network Server,CT,Healthcare Provider,Hacking/IT Incident,No
current,15694504e7dd0efd2f80d9a247c2dad0b02c37528af6987a7811c2776b16e6df,2673,02/07/2023,,Electronic Medical Record,NY,Healthcare Provider,Unauthorized Access/Disclosure,No
current,029affce66cbd986c0b43e2a51aa099f5e652a4db4907ebedcc8a8d64bc848bc,25464,02/06/2023,,Network Server,MI,Health Plan,Hacking/IT Incident,No
current,5e615978c63aad379d025c8bdda29ad3df14eecb96b5af8ba2a4615c876bb6b3,1618,02/06/2023,,Email,MA,Healthcare Provider,Hacking/IT Incident,No
current,594d5945a2270c0b5175f1b4cf4d8581e6f24b65642a94aa6fbd783b80dd6025,54509,02/03/2023,,Network Server,IL,Business Associate,Hacking/IT Incident,Yes
current,d9e470d4547d8860b3c8721473ec3cba2d9a902dc4bcdf838a102c25259bb838,441640,02/03/2023,,Network Server,AL,Healthcare Provider,Hacking/IT Incident,No
current,958b40b8f68f4484dc485c976ea2290f6b0b528b9eca6608d6119ce8424945f0,1435,02/03/2023,,Email,CO,Healthcare Provider,Hacking/IT Incident,No
current,810dbcf646313689f710d9cb3f79a62dcef5ad8a5d8507ac715845bea561d2f9,1277,02/01/2023,,Network Server,AZ,Healthcare Provider,Hacking/IT Incident,No
current,1a9d42e624e014255784fe80ef5205d7bfed9fffd8bc92cafa30c768bf1ad8be,10978,02/01/2023,,Network Server,AZ,Healthcare Provider,Hacking/IT Incident,No
current,eb9f92b9d0897046593c1c2f911b5931418412d766c86f36e677d7139b2d9847,3388856,02/01/2023,,Network Server,CA,Healthcare Provider,Hacking/IT Incident,No
current,2324aa93165e176763096f50ae7ed6bbccd668baa01ab5b0ccfe7c9294e2a43e,597,01/31/2023,,Paper/Films,TX,Healthcare Provider,Theft,No
current,f6a1dfdee5e84694872161ebcd6e06a9b88573f494767dad54082fa726365785,1554,01/31/2023,,Network Server,FL,Healthcare Provider,Unauthorized Access/Disclosure,No
current,d61cc3308fd0d1d0266f3c41bf60a79c1c5f658a84d3eb67b330f5173637e281,10000,01/27/2023,,Network Server,MA,Healthcare Provider,Hacking/IT Incident,No
current,0497eda81d07f10670588f0120a8f7f138dee64f2d09e23d2eb7dd18621cc6c5,6465,01/27/2023,,Network Server,IL,Business Associate,Hacking/IT Incident,Yes
current,3d4ac3902dfbbfaebb367c3b81d41de5ab075dd1ca37a1b462b31dc47345f727,794,01/27/2023,,Email,MO,Healthcare Provider,Hacking/IT Incident,No
current,130ec36ce3eaf3f22d866d7af9879769973e6728d4c806f19a5dfe3db3d47565,50000,01/27/2023,,Desktop Computer,TX,Healthcare Provider,Hacking/IT Incident,No
current,0f277a0e0ba63d7b7143f204c7517be8c4f259334b9cfa51d9706638f34b86e0,500,01/27/2023,,Email,MA,Healthcare Provider,Hacking/IT Incident,No
current,7a0366850d5db4882d4620678e1b996f793a4392917200d66bb11f3837d6b951,3356,01/27/2023,,Email,KS,Business Associate,Hacking/IT Incident,Yes
current,57d830a935652d587e9da62c7637cdb67448e0d160bfb2c5309680ce3c4e2305,501,01/27/2023,,Network Server,CA,Healthcare Provider,Hacking/IT Incident,No
current,ff3ab05b1b345f13a43586ecbc4d660411bfc2ad1fa6741991e91f79e0424bb2,53668,01/27/2023,,Network Server,AR,Healthcare Provider,Hacking/IT Incident,No
current,fdbb3b80df56e173873474a50ba82c2e53510a2b875135bc04360df8431de097,2674,01/25/2023,,Other Portable Electronic Device,CA,Healthcare Provider,Theft,No
current,796d64c75f5a2a4ab7b61c47be6570b6c74dd5de45d1a95b7191e6a285af4c6c,512,01/23/2023,,Paper/Films,GA,Healthcare Provider,Unauthorized Access/Disclosure,Yes
current,1cd2cf76a9dbf43b9601bbc53ec92c0a70a8f0c186b4963ac26bc3af4ff139ca,2555,01/23/2023,,Paper/Films,GA,Healthcare Provider,Unauthorized Access/Disclosure,Yes
current,9923a53e572f49bf5389313316fe007b9ed515724bbdb90b1252dfa534ca7c2b,15206,01/20/2023,,Network Server,OH,Health Plan,Unauthorized Access/Disclosure,No
current,fd697d6410603c8bad98d01f75abd9622c2ef6871b25ff355bc029a5d2a98b8d,500,01/18/2023,,Network Server,NY,Healthcare Provider,Hacking/IT Incident,No
current,d5a73f49a13acd86562b491e3da35380178b06e639587f404441f9e7902c8d47,48879,01/17/2023,,Network Server,CO,Healthcare Provider,Hacking/IT Incident,Yes
current,24bf7e856b5e3b2541f1d7af928905eb0ad876c5a893819ace35c19af6f4823e,3039,01/13/2023,,Email,GA,Health Plan,Hacking/IT Incident,No
current,ac1494956c77dae113722d00fd7a139bde02c5ac009f88c6be0141fd30fb50f9,500,01/13/2023,,Network Server,NC,Business Associate,Hacking/IT Incident,Yes
current,7be93e8cbb70e6b8aacdf9abb8415c216679b4f50a9e137417e9ef8def2b6e7c,115940,01/13/2023,,Network Server,MO,Healthcare Provider,Hacking/IT Incident,No
current,05a07953736d5e4eb0e7b921568dae88b22b8a7c8660e84fd453b7c1679bc04d,125981,01/12/2023,,Network Server,TX,Healthcare Provider,Hacking/IT Incident,No
current,ae6152793020fe142bba13859b1b3a784eb65458b1a6b1a1f1b5a7cad56a3416,193947,01/10/2023,,Email,NC,Healthcare Provider,Hacking/IT Incident,No
current,5b17ae04c0fef1f70aa7595796b3dec8ec450d6d41be5557ca41fcd5390aef18,1195,01/05/2023,,Electronic Medical Record,TX,Healthcare Provider,Unauthorized Access/Disclosure,Yes
current,9472d3c96d34667fadd908ae35e7091db75db256983831820ae8f969f7044d34,5853,01/05/2023,,Electronic Medical Record,TX,Healthcare Provider,Unauthorized Access/Disclosure,Yes
current,4a4f60adaad4f78d423eb36a48e673f3d732764ab39f788845b887a066614f77,5368,01/05/2023,,Email,MO,Healthcare Provider,Hacking/IT Incident,No
current,115e7ca87764c64c572330fdeac37f1b74cd4a7965d0caeaa3ac2d9d8101a582,29000,01/05/2023,,Network Server,MA,Healthcare Provider,Unauthorized Access/Disclosure,No
current,88fdceb6827096cd4cfc260d15e6502447bba326dbabe595886e88071ac106f5,1064,01/05/2023,,"Electronic Medical Record, Laptop",TX,Healthcare Provider,Hacking/IT Incident,No
current,eeb3471d155ddd280215782c7797656a532d5cf048c4dc59499b0905317f5e15,528,01/05/2023,,Network Server,NJ,Healthcare Provider,Unauthorized Access/Disclosure,No
